item_id,material,share
bce6cdff868e,denim,1.0
62bda9c91713,cotton,1.0
f0720e331c78,leather,1.0
d7b2b6c2999a,elastane,0.01
d7b2b6c2999a,denim,0.99
d1e789474e1d,cotton,1.0
32c4f31ee894,cotton,0.5
32c4f31ee894,polyester,0.5
6c0e2a95b82d,linen,1.0
e6906a769c18,cotton,0.6
e6906a769c18,polyester,0.4
0a3b1a174d2e,cotton,0.6
0a3b1a174d2e,polyester,0.4
85899fd37262,elastane,0.01
85899fd37262,denim,0.99
6cd953c9005a,cotton,0.6
6cd953c9005a,polyester,0.4
588164f1d918,cotton,0.95
588164f1d918,elastane,0.05
45ec0cdd176f,denim,1.0
5ce9bbdce145,polyester,0.666667
5ce9bbdce145,technical,0.333333
c01c869bb17c,cotton,0.6
c01c869bb17c,polyester,0.4
f8055f9e1b5b,cotton,0.6
f8055f9e1b5b,polyester,0.4
fc5fadadc76b,other,0.5
fc5fadadc76b,leather,0.5
cb706f20a54c,cotton,0.55
cb706f20a54c,polyester,0.45
79c70ea04566,cotton,0.55
79c70ea04566,polyester,0.45
105f0d1fe4ca,other,0.5
105f0d1fe4ca,leather,0.5
a44461ab5615,viscose,0.97
a44461ab5615,elastane,0.03
0066368df06f,polyester,1.0
b20e2452b4fd,polyester,1.0
848018d306c8,denim,1.0
95b58ec6f501,polyester,1.0
705851658568,viscose,0.5
705851658568,polyester,0.27
705851658568,nylon,0.23
d7c4d15330d7,viscose,0.95
d7c4d15330d7,elastane,0.05
dd00a169707e,other,1.0
ba5309986e62,viscose,0.97
ba5309986e62,elastane,0.03
b4023f54fbc4,polyester,1.0
18ac205f030c,other,0.5
18ac205f030c,leather,0.5
bbafdd3740b8,other,0.666667
bbafdd3740b8,leather,0.333333
72c5d12273b2,polyester,1.0
c992a8b44247,polyester,0.9
c992a8b44247,elastane,0.1
2d02048493ad,viscose,0.5
2d02048493ad,other,0.5
6f0937ce98b1,viscose,0.5
6f0937ce98b1,other,0.5
be30c6fcf3a7,cotton,0.95
be30c6fcf3a7,elastane,0.05
422b3c83cad6,cotton,1.0
24f152363e60,other,0.49
24f152363e60,wool,0.27
24f152363e60,nylon,0.22
24f152363e60,viscose,0.02
5ca0fde2b59a,polyester,0.28
5ca0fde2b59a,elastane,0.02
5ca0fde2b59a,denim,0.7
fa72273ac497,cotton,0.73
fa72273ac497,polyester,0.23
fa72273ac497,elastane,0.04
b0b3d4499bd6,viscose,0.5
b0b3d4499bd6,other,0.5
5a8847f81c01,polyester,0.666667
5a8847f81c01,technical,0.333333
6741c278c157,cotton,0.6
6741c278c157,polyester,0.4
f892d1735744,polyester,0.5
f892d1735744,other,0.5
747ced562c16,cotton,0.9
747ced562c16,viscose,0.1
0772919c6e72,linen,1.0
d1bc0416adb0,cotton,0.97
d1bc0416adb0,elastane,0.03
cca478c0fc78,cotton,0.73
cca478c0fc78,polyester,0.23
cca478c0fc78,elastane,0.04
33f75734bfb7,viscose,0.5
33f75734bfb7,other,0.5
f025eddd4fe9,polyester,0.28
f025eddd4fe9,elastane,0.02
f025eddd4fe9,denim,0.7
0c42606bb197,cotton,0.95
0c42606bb197,elastane,0.05
2ea2fab51dfc,polyester,1.0
f8da3f85772a,cotton,1.0
4d19bfcd3f44,other,1.0
ae6cff60063b,cotton,0.7
ae6cff60063b,polyester,0.3
b4f135cea1a4,other,0.666667
b4f135cea1a4,leather,0.333333
1c32f99cc2cf,other,0.5
1c32f99cc2cf,polyester,0.5
7ce87c01e7a0,other,1.0
5c99672a9fde,cotton,0.77
5c99672a9fde,polyester,0.23
b34e458430cf,other,1.0
b8b9695e2014,other,1.0
3f4037611a7a,cotton,1.0
ba686d7c94a2,other,1.0
67d7b8096ac0,polyester,0.98
67d7b8096ac0,elastane,0.02
fd636b05c583,other,1.0
d2116e2d5df6,polyester,1.0
3e2c5cc98b24,cotton,0.77
3e2c5cc98b24,polyester,0.23
8c50e004cd78,other,1.0
aac4b290e4e4,leather,0.5
aac4b290e4e4,other,0.5
f78407cb9d29,cotton,0.6
f78407cb9d29,nylon,0.2
f78407cb9d29,viscose,0.2
f1e4eced3c15,other,1.0
d4ddf92332f4,other,1.0
debb916f3c38,other,1.0
237aab1f6b78,cotton,0.95
237aab1f6b78,elastane,0.05
b55d217cdb27,other,1.0
4e82931ef5d7,denim,1.0
3df441b8427a,polyester,1.0
39f2b208d401,other,1.0
73f2a3ee68dd,denim,1.0
506e92be2699,polyester,1.0
0ece12b0ed82,nylon,0.88
0ece12b0ed82,elastane,0.12
37ce0f1ce8ce,linen,1.0
212368000bb5,nylon,0.88
212368000bb5,elastane,0.12
205a096c4092,linen,1.0
b8ec67f0e5b0,linen,1.0
a6dd8ecf0246,other,1.0
13ea768b778f,polyester,0.17
13ea768b778f,viscose,0.17
13ea768b778f,elastane,0.04
13ea768b778f,denim,0.62
a15f111a1b1e,cotton,0.95
a15f111a1b1e,elastane,0.05
e0ce7c6887eb,other,1.0
2ac60c8cbf8e,nylon,0.71
2ac60c8cbf8e,elastane,0.29
f9a7cfbd648f,leather,0.5
f9a7cfbd648f,other,0.5
01e66bd2d53f,polyester,1.0
57846d4f33d8,viscose,1.0
54b27dde7067,cotton,1.0
1c24649f3057,polyester,0.9
1c24649f3057,elastane,0.1
1c4fc80e92a1,polyester,0.92
1c4fc80e92a1,elastane,0.08
e0f91f173e80,leather,0.5
e0f91f173e80,other,0.5
60faa2baa876,polyester,0.89
60faa2baa876,elastane,0.11
9f4c4d19d58e,cotton,0.6
9f4c4d19d58e,other,0.4
00744ae5f3bf,polyester,1.0
e5a2516465d4,polyester,1.0
d76d2af51b11,cotton,1.0
97a4a8ddb555,polyester,0.5
97a4a8ddb555,cotton,0.25
97a4a8ddb555,other,0.25
68139c82d460,cotton,0.7
68139c82d460,wool,0.3
ef7d3eec319d,cotton,1.0
28f20bec4c9e,polyester,1.0
fb74fc4e7c92,other,1.0
91c9d2d2dd67,leather,0.5
91c9d2d2dd67,other,0.5
a92b50794c63,cotton,0.6
a92b50794c63,polyester,0.4
406c4eddd43c,polyester,0.2
406c4eddd43c,elastane,0.03
406c4eddd43c,denim,0.77
e9915b2b53ef,cotton,0.95
e9915b2b53ef,elastane,0.05
e2249e959a4d,polyester,1.0
971fdeac74de,cotton,1.0
f084e6b18d35,polyester,0.905
f084e6b18d35,elastane,0.095
91943c5d4347,cotton,0.5
91943c5d4347,polyester,0.5
efa79095d4fa,cotton,0.95
efa79095d4fa,elastane,0.05
0a9d36c0ec16,linen,1.0
6ca5729968b4,other,0.55
6ca5729968b4,cotton,0.41
6ca5729968b4,polyester,0.03
6ca5729968b4,elastane,0.01
d9bb6468c5c0,cotton,0.55
d9bb6468c5c0,nylon,0.44
d9bb6468c5c0,elastane,0.01
60808ddd0f9a,viscose,0.65
60808ddd0f9a,nylon,0.28
60808ddd0f9a,elastane,0.07
ddf6a4038257,denim,1.0
9f8066f98d70,cotton,1.0
3602d7f928e4,denim,1.0
d34a7ae4da7c,nylon,0.9
d34a7ae4da7c,elastane,0.1
dd3c2391b4ca,other,1.0
27bf97f2a52d,linen,1.0
238d10b380f1,cotton,1.0
184c99dd6137,polyester,1.0
df1e7dc3afc6,viscose,1.0
10dcd6e3d4a0,polyester,1.0
0ffad3d9947e,other,1.0
5e258e2ed9ee,denim,1.0
dba92f92aadb,other,1.0
77e1268b89bb,polyester,1.0
2b820a1f626a,nylon,0.45
2b820a1f626a,elastane,0.05
2b820a1f626a,polyester,0.5
6c471908edb2,polyester,0.04
6c471908edb2,elastane,0.01
6c471908edb2,denim,0.95
51ff80c0890e,other,1.0
88f79aeebc2a,polyester,1.0
90fe7fbbae6f,other,1.0
605a859aea28,cotton,0.6
605a859aea28,viscose,0.4
64ea96071eb3,polyester,0.98
64ea96071eb3,elastane,0.02
6c14045fa90e,other,1.0
f36539e317e8,polyester,0.98
f36539e317e8,elastane,0.02
6274347ff2cc,polyester,0.436842
6274347ff2cc,elastane,0.089474
6274347ff2cc,nylon,0.473684
d771f7623d07,cotton,0.59
d771f7623d07,polyester,0.41
935c642bd0e1,polyester,0.65
935c642bd0e1,cotton,0.35
54766e23a4db,cotton,0.6
54766e23a4db,polyester,0.4
d1f7464bc542,cotton,0.6
d1f7464bc542,polyester,0.4
267c269b8f7a,cotton,1.0
bc306ea84d69,cotton,0.6
bc306ea84d69,polyester,0.4
96cf74a04949,cotton,0.985
96cf74a04949,elastane,0.015
2ff4d27f318d,cotton,1.0
5dce0bc18186,cotton,0.6
5dce0bc18186,polyester,0.4
8ae9c8610683,polyester,0.25
8ae9c8610683,elastane,0.03
8ae9c8610683,denim,0.72
91263aec7677,polyester,0.28
91263aec7677,elastane,0.02
91263aec7677,denim,0.7
b22d19de8ef4,cotton,1.0
c237302f0dc9,cotton,0.95
c237302f0dc9,elastane,0.05
ce704d183535,cotton,0.75
ce704d183535,polyester,0.22
ce704d183535,viscose,0.03
b25fe73ef1e4,cotton,0.95
b25fe73ef1e4,elastane,0.05
215f0103c1e2,cotton,0.6
215f0103c1e2,polyester,0.4
22c5b927ff4e,cotton,0.95
22c5b927ff4e,elastane,0.05
429d5c3ddb46,cotton,0.6
429d5c3ddb46,polyester,0.4
638886c80912,cotton,1.0
4dda2ef6f087,other,1.0
630f711a6b47,other,0.666667
630f711a6b47,leather,0.333333
a0df414cd1f6,cotton,1.0
1251f4ef5e48,polyester,1.0
0391a15c5271,cotton,1.0
90f64e042c62,other,0.5
90f64e042c62,leather,0.5
fdb7855b8dd8,other,0.5
fdb7855b8dd8,leather,0.5
1f8db13b0fad,polyester,1.0
2d1bc6df47ea,other,0.5
2d1bc6df47ea,leather,0.5
52fc03457b15,other,1.0
1ec5d0da2dd3,cotton,1.0
7d5a4b8fa058,other,1.0
c08da7c27403,other,1.0
ac3091ea4e38,cotton,0.62
ac3091ea4e38,other,0.38
afb7fb1cc27f,polyester,1.0
2e3c4dd39ab1,other,0.5
2e3c4dd39ab1,leather,0.5
e89837daff00,other,1.0
a4b0cadef4d4,other,1.0
2e1978f1a5ab,cotton,1.0
9a7e6f465a36,polyester,0.34
9a7e6f465a36,elastane,0.01
9a7e6f465a36,denim,0.65
e43a3933bac0,cotton,1.0
848ab4f43fec,linen,1.0
66aff51b5a22,viscose,0.4
66aff51b5a22,other,0.1
66aff51b5a22,polyester,0.5
086bfa48d9c8,cotton,0.5
086bfa48d9c8,viscose,0.5
04ed607d7807,cotton,0.58
04ed607d7807,polyester,0.37
04ed607d7807,elastane,0.05
20ffc9862f2d,viscose,1.0
4203ecf4d393,polyester,0.02
4203ecf4d393,elastane,0.01
4203ecf4d393,denim,0.97
c2b4ec2017bc,cotton,0.65
c2b4ec2017bc,polyester,0.3
c2b4ec2017bc,elastane,0.05
b7f3b6359836,cotton,0.5
b7f3b6359836,viscose,0.5
7f9b54596d8f,cotton,1.0
f7fda6fd9868,viscose,1.0
1e34c547bc8b,polyester,1.0
773043a46865,cotton,1.0
f8310acc1028,polyester,1.0
6afdd7c442fb,elastane,0.01
6afdd7c442fb,denim,0.99
323dfe74d906,cotton,1.0
9aac17b00456,cotton,1.0
e1812a2a57f1,cotton,0.6
e1812a2a57f1,polyester,0.4
214606203215,other,1.0
4d1d552e24b4,technical,0.5
4d1d552e24b4,polyester,0.5
a8e6c937ad92,cotton,0.847458
a8e6c937ad92,polyester,0.152542
afd57e98f1a8,other,1.0
ea9e7bebbbbd,leather,0.230769
ea9e7bebbbbd,other,0.769231
f344787eac3e,other,0.666667
f344787eac3e,leather,0.333333
029e60b6863d,other,1.0
ca7f5cef4a72,leather,0.230769
ca7f5cef4a72,other,0.769231
d1af7777ea0d,other,0.666667
d1af7777ea0d,leather,0.333333
611f6cd1f937,polyester,1.0
8bbfbb357b9b,leather,0.333333
8bbfbb357b9b,other,0.666667
de2152db0a97,polyester,1.0
a6fa52872300,other,0.5
a6fa52872300,leather,0.5
1f33859db7eb,cotton,0.52
1f33859db7eb,polyester,0.48
ad1f5ed0f0ae,other,1.0
b6086ce860cb,viscose,0.53
b6086ce860cb,polyester,0.32
b6086ce860cb,nylon,0.15
0d1d1f1efa2c,other,1.0
e7cbfbcef72b,leather,1.0
e7ded54af98d,cotton,1.0
8472feb33013,cotton,0.74
8472feb33013,polyester,0.22
8472feb33013,elastane,0.03
8472feb33013,nylon,0.01
930d640c2a2e,other,0.589474
930d640c2a2e,nylon,0.242105
930d640c2a2e,wool,0.126316
930d640c2a2e,elastane,0.042105
f96cca505cde,linen,1.0
4fa875c5084d,linen,1.0
c2dccbbffd6c,polyester,0.78
c2dccbbffd6c,viscose,0.22
ddb0b5a56765,cotton,1.0
6861d9d2041a,cotton,1.0
4fc903550b39,nylon,0.48
4fc903550b39,elastane,0.02
4fc903550b39,polyester,0.5
34b1a564d6e1,linen,1.0
0ed32a436efe,other,0.293333
0ed32a436efe,polyester,0.706667
f96a16eaba32,nylon,0.7
f96a16eaba32,other,0.2
f96a16eaba32,elastane,0.1
1fb35853ac2c,polyester,1.0
806166cc21ee,cotton,1.0
a5c14fa78f95,other,1.0
878bc0e60830,polyester,0.605
878bc0e60830,viscose,0.39
878bc0e60830,elastane,0.005
d645de04df15,other,1.0
48cf1ca51492,other,0.5
48cf1ca51492,leather,0.5
c8748b42fedd,cotton,1.0
47b46ae0c388,other,1.0
3d19079b6b71,other,1.0
3d3d95b7934e,other,1.0
3b120aa25886,nylon,0.93
3b120aa25886,elastane,0.07
0f70bb1b6059,cotton,1.0
7658ae28d2c1,cotton,0.58
7658ae28d2c1,nylon,0.42
47984e4417fb,polyester,1.0
721da6d37b7d,other,1.0
df1a83ad99ec,other,0.5
df1a83ad99ec,leather,0.5
04beeb0f3fb4,other,1.0
b7006eed527c,other,1.0
76b84a823fd2,other,0.5
76b84a823fd2,leather,0.5
fd9a99e7ef4a,other,0.5
fd9a99e7ef4a,leather,0.5
54eabee77ade,other,1.0
ccf86ef1a1a7,nylon,0.66
ccf86ef1a1a7,polyester,0.31
ccf86ef1a1a7,elastane,0.03
f0d42ec4ec70,other,1.0
e31324ff5a8d,nylon,0.4
e31324ff5a8d,elastane,0.1
e31324ff5a8d,cotton,0.5
eff4dada1e9d,cotton,1.0
389ac02aa5c4,nylon,0.94
389ac02aa5c4,elastane,0.06
bc9a02c49333,cotton,1.0
3f01d61b27f1,cotton,1.0
238ccbf57e92,denim,0.951049
238ccbf57e92,polyester,0.041958
238ccbf57e92,elastane,0.006993
8566434e8fa2,cotton,1.0
e2745c49f12e,linen,1.0
e2f7d488d433,cotton,1.0
42155c0b4da9,cotton,0.933333
42155c0b4da9,elastane,0.066667
94e8d06ae89a,cotton,1.0
73db0b22b33e,polyester,0.393939
73db0b22b33e,cotton,0.606061
5cb1bf950614,cotton,1.0
08f04073b9e8,linen,1.0
e98511a6291c,linen,1.0
d5c985ee26a1,cotton,0.69
d5c985ee26a1,polyester,0.24
d5c985ee26a1,nylon,0.05
d5c985ee26a1,elastane,0.02
6fbb2afa2477,cotton,1.0
09bf46d68817,linen,1.0
d6ac6b8bbf42,linen,1.0
524791c2dc59,cotton,1.0
569c3509445f,other,0.5
569c3509445f,leather,0.5
d61ab465f0bd,other,0.5
d61ab465f0bd,leather,0.5
f0f7dab8e5d8,other,0.5
f0f7dab8e5d8,leather,0.5
ce48545023c8,other,1.0
d87c8ead7905,polyester,1.0
c15fcdb08f46,other,0.5
c15fcdb08f46,leather,0.5
7967c186e319,other,0.5
7967c186e319,leather,0.5
55f7b5dd6e8b,other,1.0
bf4636fe2a7c,polyester,1.0
4caa737bca36,other,0.5
4caa737bca36,leather,0.5
82cbc490c5ef,other,0.5
82cbc490c5ef,leather,0.5
5b3c7f854fe9,polyester,1.0
6bf7a74ce2bd,nylon,1.0
70607ff36697,other,1.0
441901e96fe4,other,0.5
441901e96fe4,leather,0.5
d4be3f50059b,polyester,0.63
d4be3f50059b,viscose,0.3
d4be3f50059b,elastane,0.07
eedfe03cc589,polyester,1.0
40693d0ede15,other,0.5
40693d0ede15,leather,0.5
314eb0c88b36,cotton,0.97
314eb0c88b36,elastane,0.03
aa0a9bc0184d,polyester,0.393939
aa0a9bc0184d,cotton,0.606061
5fcb2ada0e5b,cotton,0.95
5fcb2ada0e5b,elastane,0.05
c60cc35f0943,cotton,1.0
7e525d3c0875,cotton,1.0
3c35684ac434,viscose,0.7
3c35684ac434,nylon,0.3
14a2bd09c293,viscose,0.7
14a2bd09c293,nylon,0.3
0bd584c0f242,nylon,0.435
0bd584c0f242,elastane,0.065
0bd584c0f242,polyester,0.5
ea47a8f8d8cd,polyester,0.393939
ea47a8f8d8cd,denim,0.606061
0b2042048eb5,cotton,0.933333
0b2042048eb5,elastane,0.066667
0d53fa2a1d5c,cotton,1.0
92a452e81964,viscose,1.0
95e700fdd4ba,linen,1.0
310655e0fbda,cotton,1.0
dbad375683ea,cotton,1.0
1742e6b608d2,linen,1.0
873aa434e084,cotton,1.0
6cf91a2f3138,other,0.5
6cf91a2f3138,leather,0.5
f0360e4fee4b,polyester,0.94
f0360e4fee4b,elastane,0.06
bb3edb4b47f0,other,0.5
bb3edb4b47f0,leather,0.5
e1a4ab8f0619,other,1.0
fb2b25633a01,other,0.5
fb2b25633a01,leather,0.5
59036eadf4e3,other,0.5
59036eadf4e3,leather,0.5
86f7d60df7b4,other,0.5
86f7d60df7b4,leather,0.5
3a65855ee748,other,1.0
601345dc2735,other,0.5
601345dc2735,leather,0.5
738523e0962a,nylon,0.93
738523e0962a,elastane,0.07
bfa5a99337bb,polyester,0.94
bfa5a99337bb,elastane,0.06
bfdf66fb8ac4,polyester,1.0
f5f8dba155a8,other,0.5
f5f8dba155a8,leather,0.5
0fc88efb9771,other,0.5
0fc88efb9771,leather,0.5
6df25029e86c,cotton,1.0
ef7cc9ddec77,other,0.5
ef7cc9ddec77,leather,0.5
34ce3cf019fc,cotton,0.8
34ce3cf019fc,polyester,0.2
385534e3fadf,denim,1.0
eee4f5694612,other,0.5
eee4f5694612,leather,0.5
dca87239bd6d,other,1.0
469f5d0ad28b,nylon,0.425
469f5d0ad28b,elastane,0.075
469f5d0ad28b,polyester,0.5
608e590a48bd,cotton,0.95
608e590a48bd,elastane,0.05
4b7e131497bd,polyester,0.75
4b7e131497bd,viscose,0.23
4b7e131497bd,elastane,0.02
bd7bf6639d1c,cotton,0.951456
bd7bf6639d1c,elastane,0.048544
5b490d100638,cotton,0.95
5b490d100638,elastane,0.05
5ddcccd3ddfb,nylon,0.5
5ddcccd3ddfb,polyester,0.5
447048199fa8,other,0.8
447048199fa8,nylon,0.2
328e1c16d9fe,nylon,0.5
328e1c16d9fe,polyester,0.5
ff9d85bd147d,cotton,1.0
423b2bffc26c,polyester,1.0
2baf7f28043f,cotton,1.0
e7c555dd2736,elastane,0.08
e7c555dd2736,viscose,0.92
35fe5db97376,cotton,1.0
8064c19d668b,cotton,1.0
71d857aadbd4,cotton,1.0
9f52b03a6238,polyester,1.0
b178f3cffdfb,cotton,1.0
267140e218a2,cotton,1.0
5cb1b81463b5,cotton,1.0
7671d6f2ca01,cotton,1.0
eb7423da1247,polyester,0.492611
eb7423da1247,nylon,0.492611
eb7423da1247,elastane,0.014778
a72f09655951,polyester,0.9
a72f09655951,elastane,0.1
19163d0b31e7,polyester,1.0
ecfd809dc64e,other,1.0
ee70e07ed154,nylon,0.4
ee70e07ed154,elastane,0.1
ee70e07ed154,polyester,0.5
6b3bd6359ff6,nylon,1.0
e57497503773,cotton,1.0
0e038a1f8b36,elastane,0.02
0e038a1f8b36,denim,0.98
ff7e55569239,cotton,1.0
79ce281f15ca,cotton,1.0
dc5740b709dc,cotton,1.0
fabb4355d902,cotton,1.0
c9acfe380d99,cotton,1.0
32972d173372,polyester,0.87
32972d173372,cotton,0.13
e0bc856d4512,cotton,1.0
36be7bc9c0f0,cotton,1.0
30c21d3af69f,polyester,0.5
30c21d3af69f,nylon,0.4
30c21d3af69f,elastane,0.1
657f91d79869,polyester,0.5
657f91d79869,cotton,0.195
657f91d79869,nylon,0.17
657f91d79869,viscose,0.135
f8a745522b68,nylon,0.5
f8a745522b68,polyester,0.5
072d90457c06,cotton,1.0
3f9debce488a,other,0.5
3f9debce488a,cotton,0.5
98e084b59082,polyester,0.65
98e084b59082,cotton,0.35
f98ed3501815,denim,1.0
21398a7c6ada,technical,0.333333
21398a7c6ada,viscose,0.333333
21398a7c6ada,leather,0.333333
731836fce727,cotton,0.97
731836fce727,elastane,0.03
50f467609803,cotton,1.0
91e108d928a8,other,0.5
91e108d928a8,cotton,0.5
98f977ae48ad,cotton,0.95
98f977ae48ad,elastane,0.05
e690e4ad68fb,cotton,1.0
fdc6108a515f,cotton,0.98
fdc6108a515f,elastane,0.02
6c3d5c7cb2a6,cotton,1.0
fc1283aa09d9,linen,1.0
e29b5b0ca621,cotton,0.95
e29b5b0ca621,elastane,0.05
fa4b213783b2,polyester,0.19
fa4b213783b2,elastane,0.01
fa4b213783b2,denim,0.8
76225c52ceab,cotton,0.6
76225c52ceab,polyester,0.4
c7de6c64a718,cotton,0.086957
c7de6c64a718,polyester,0.826087
c7de6c64a718,elastane,0.086957
423312bf5794,cotton,0.65
423312bf5794,polyester,0.35
2ea22e6e64ae,leather,1.0
be00f23dafc9,viscose,0.95
be00f23dafc9,elastane,0.05
97480c5d0c6d,polyester,0.206349
97480c5d0c6d,nylon,0.738095
97480c5d0c6d,elastane,0.055556
2500614365a3,viscose,1.0
94805c80ce9d,cotton,1.0
abb13446ec86,cotton,1.0
27edbe698b1c,linen,1.0
d13d083d5887,cotton,0.72
d13d083d5887,polyester,0.16
d13d083d5887,viscose,0.12
c1bb0d2d0727,linen,1.0
9a6d2146af0a,cotton,0.95
9a6d2146af0a,elastane,0.05
a93a34b78fae,viscose,1.0
f2d8b783213d,cotton,1.0
b37110a24d7d,polyester,0.65
b37110a24d7d,viscose,0.28
b37110a24d7d,wool,0.07
ac1ebb25cb2a,polyester,0.65
ac1ebb25cb2a,cotton,0.35
02fd5868c237,cotton,1.0
44c5a2dbd6f3,cotton,1.0
c011e6f310c7,cotton,0.8
c011e6f310c7,polyester,0.2
29ef0e736fa9,cotton,1.0
242a65edbb1f,cotton,0.102041
242a65edbb1f,elastane,0.102041
242a65edbb1f,viscose,0.632653
242a65edbb1f,polyester,0.163265
f61b3715ccf2,cotton,0.113636
f61b3715ccf2,elastane,0.113636
f61b3715ccf2,viscose,0.590909
f61b3715ccf2,polyester,0.181818
45d858e8b43c,nylon,0.87
45d858e8b43c,elastane,0.13
5c2cb99528b4,cotton,1.0
fcbb826ef6c8,cotton,0.68
fcbb826ef6c8,polyester,0.27
fcbb826ef6c8,elastane,0.05
da2e69349160,polyester,0.019608
da2e69349160,denim,0.980392
0e5deb139e04,cotton,1.0
e636f2460b4a,cotton,1.0
3e1cb1880f81,cotton,1.0
f3d9fafec900,cotton,0.85
f3d9fafec900,polyester,0.1
f3d9fafec900,elastane,0.05
8559e4c2f692,polyester,0.757576
8559e4c2f692,viscose,0.242424
6c3b1046548a,cotton,1.0
f98fb9f6c542,cotton,1.0
5d145ffc15df,cotton,0.95
5d145ffc15df,elastane,0.05
987b2879264e,cotton,0.55
987b2879264e,polyester,0.45
be8b2d214299,polyester,0.9
be8b2d214299,elastane,0.1
caedcfd18b25,cotton,0.5
caedcfd18b25,polyester,0.5
1fa6693af414,nylon,1.0
86145a61f228,cotton,1.0
7f782f2899c2,cotton,1.0
3e53b3e355b7,polyester,0.02
3e53b3e355b7,denim,0.98
6ec7aaebc349,cotton,1.0
5a0abe34cc03,nylon,0.446429
5a0abe34cc03,polyester,0.446429
5a0abe34cc03,elastane,0.107143
19a3962fb213,cotton,1.0
b9ab02cff038,cotton,0.95
b9ab02cff038,elastane,0.05
f0b423d148ac,polyester,0.8
f0b423d148ac,elastane,0.2
7c82d6e6c5ad,elastane,0.02
7c82d6e6c5ad,denim,0.98
fda0db622761,nylon,0.9
fda0db622761,elastane,0.1
8d3745f0a62d,cotton,0.5
8d3745f0a62d,other,0.5
cb91fab6689b,cotton,0.333333
cb91fab6689b,leather,0.333333
cb91fab6689b,other,0.333333
19fae9befe09,cotton,1.0
c86968fda920,cotton,0.95
c86968fda920,elastane,0.05
ee9dd1d601f3,cotton,0.833333
ee9dd1d601f3,polyester,0.166667
e42ae1cae783,cotton,0.95
e42ae1cae783,elastane,0.05
2a18a448fd02,cotton,0.61
2a18a448fd02,polyester,0.34
2a18a448fd02,elastane,0.05
c466c345257b,nylon,0.88
c466c345257b,elastane,0.12
8433b35db3e4,nylon,0.81
8433b35db3e4,elastane,0.19
a1644af0ee3f,nylon,0.76
a1644af0ee3f,elastane,0.24
957c36ee7275,cotton,0.55
957c36ee7275,polyester,0.45
82acfeff9b47,cotton,0.59
82acfeff9b47,viscose,0.31
82acfeff9b47,polyester,0.08
82acfeff9b47,elastane,0.02
59d8901e24c5,polyester,1.0
ed942c6e7578,denim,1.0
16c0e7d42fa3,cotton,0.5
16c0e7d42fa3,polyester,0.5
860433d918bb,cotton,1.0
0de6e5b78afa,cotton,0.95
0de6e5b78afa,elastane,0.05
0597fbe51f59,cotton,0.795918
0597fbe51f59,elastane,0.204082
b31997daaa39,cotton,0.95
b31997daaa39,elastane,0.05
869824fe4701,cotton,0.76
869824fe4701,polyester,0.23
869824fe4701,elastane,0.01
25c0b9b288c2,cotton,0.6
25c0b9b288c2,polyester,0.4
d2b22ab27550,polyester,0.87
d2b22ab27550,elastane,0.13
540251f8e755,nylon,0.91
540251f8e755,elastane,0.09
e24b1c6bacb6,polyester,0.735294
e24b1c6bacb6,viscose,0.176471
e24b1c6bacb6,wool,0.088235
a5eb8eb2062d,other,0.5
a5eb8eb2062d,leather,0.5
bd826b17b2ac,cotton,1.0
82157470a1ff,nylon,0.9
82157470a1ff,elastane,0.1
8fd14e428719,linen,1.0
97a6ac3634f4,linen,1.0
59a9a3d2f4c5,cotton,0.95
59a9a3d2f4c5,elastane,0.05
1eb04b1a1d37,polyester,0.86
1eb04b1a1d37,elastane,0.14
6110f39e012c,other,0.75
6110f39e012c,nylon,0.22
6110f39e012c,elastane,0.03
5218673b1734,cotton,0.95
5218673b1734,elastane,0.05
067d3452dcf6,nylon,1.0
18d5b43d94e7,polyester,1.0
726e88c653f0,cotton,0.8
726e88c653f0,polyester,0.2
2799b8fc337e,cotton,0.95
2799b8fc337e,elastane,0.05
50b965cae7c2,nylon,0.76
50b965cae7c2,elastane,0.24
9bebd78e7a3d,linen,1.0
ef70aae2e229,cotton,1.0
27bbb41802c7,cotton,0.95
27bbb41802c7,elastane,0.05
0dc623ee5a42,cotton,0.6
0dc623ee5a42,polyester,0.4
ab7f0eea46b8,linen,1.0
bde91fc4053f,polyester,0.5
bde91fc4053f,technical,0.5
f1cad63fea53,nylon,0.148515
f1cad63fea53,polyester,0.772277
f1cad63fea53,elastane,0.079208
c18d3b8d0a08,polyester,1.0
a85355b4d89b,other,1.0
4dbeeb687cdf,polyester,1.0
c7caaa359b0c,polyester,0.343137
c7caaa359b0c,cotton,0.343137
c7caaa359b0c,viscose,0.284314
c7caaa359b0c,elastane,0.029412
8a68a952be5a,denim,1.0
6154d7c90045,polyester,1.0
9ff5ef1972a1,nylon,0.325
9ff5ef1972a1,cotton,0.175
9ff5ef1972a1,polyester,0.5
646a7ad40cf4,elastane,0.01
646a7ad40cf4,denim,0.99
45affc6d01ed,cotton,0.95
45affc6d01ed,elastane,0.05
0780e9b5ac43,polyester,1.0
7a66a58ea110,leather,0.5
7a66a58ea110,cotton,0.5
cf68c43683ee,cotton,1.0
66aa123cb9a1,viscose,1.0
5d3226928448,leather,0.4
5d3226928448,cotton,0.2
5d3226928448,other,0.4
0168fbf7dc18,cotton,1.0
c19bb1188b7d,other,0.5
c19bb1188b7d,cotton,0.5
a0cb588e8502,polyester,0.5
